player_low,player_high,matches,sweeps,avg_total_sets,avg_ATP,last_match,sweep_rate,non_sweep_rate
ales langer,filip kopecky,44,9,4.295454545454546,82.68181818181819,2024-10-29 12:35:00,0.20454545454545456,0.7954545454545454
ales langer,jakub jenicek,39,10,4.102564102564102,78.71794871794872,2024-01-19 08:55:00,0.2564102564102564,0.7435897435897436
ales langer,jan simecek,70,14,4.242857142857143,80.55714285714286,2025-11-19 12:20:00,0.2,0.8
ales langer,jan vonasek,42,10,4.023809523809524,75.14285714285714,2025-12-06 11:00:00,0.23809523809523808,0.7619047619047619
ales langer,jonas kulveit,32,10,3.9375,73.34375,2025-11-29 16:20:00,0.3125,0.6875
ales langer,josef ruzicka,47,15,4.1063829787234045,76.63829787234043,2025-06-02 07:50:00,0.3191489361702128,0.6808510638297872
ales langer,ladislav moravec,21,6,4.0476190476190474,78.33333333333333,2026-04-07 14:00:00,0.2857142857142857,0.7142857142857143
ales langer,marek kulisek,23,7,4.043478260869565,76.08695652173913,2025-10-25 14:05:00,0.30434782608695654,0.6956521739130435
ales langer,martin kocvara,83,15,4.228915662650603,79.78313253012048,2025-11-29 18:50:00,0.18072289156626506,0.8192771084337349
ales langer,martin sulc,49,13,4.122448979591836,77.48979591836735,2026-01-02 15:50:00,0.2653061224489796,0.7346938775510203
